,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,Comments
7857,BP_06,PUBLISHED,1990,EUR,SRB,YEARS18-PLUS,MLE,133.7 [130.3-137.0],133.7,130.3,137.0,
7858,BP_06,PUBLISHED,1984,AFR,SYC,YEARS18-PLUS,MLE,132.8 [128.3-137.2],132.8,128.3,137.2,
7859,BP_06,PUBLISHED,2001,AFR,SYC,YEARS18-PLUS,MLE,132.6 [129.0-136.3],132.6,129.0,136.3,
7860,BP_06,PUBLISHED,2003,AFR,SYC,YEARS18-PLUS,MLE,132.8 [129.2-136.3],132.8,129.2,136.3,
7861,BP_06,PUBLISHED,1994,AFR,SLE,YEARS18-PLUS,MLE,131.6 [127.2-136.1],131.6,127.2,136.1,
7862,BP_06,PUBLISHED,2009,AFR,SLE,YEARS18-PLUS,MLE,131.7 [127.5-136.1],131.7,127.5,136.1,
7863,BP_06,PUBLISHED,2003,WPR,SGP,YEARS18-PLUS,MLE,125.6 [123.1-128.2],125.6,123.1,128.2,
7864,BP_06,PUBLISHED,1978,EUR,SVK,YEARS18-PLUS,MLE,132.9 [126.6-139.3],132.9,126.6,139.3,
7865,BP_06,PUBLISHED,1980,EUR,SVK,YEARS18-PLUS,MLE,133.0 [127.6-138.7],133.0,127.6,138.7,
7866,BP_06,PUBLISHED,2013,EUR,SVK,YEARS18-PLUS,MLE,132.4 [128.1-136.6],132.4,128.1,136.6,
7867,BP_06,PUBLISHED,1980,WPR,SLB,YEARS18-PLUS,MLE,120.8 [113.9-128.1],120.8,113.9,128.1,
7868,BP_06,PUBLISHED,2005,EMR,SOM,YEARS18-PLUS,MLE,131.5 [124.7-138.1],131.5,124.7,138.1,
7869,BP_06,PUBLISHED,2015,EMR,SOM,YEARS18-PLUS,MLE,132.1 [123.7-141.1],132.1,123.7,141.1,
7870,BP_06,PUBLISHED,1982,WPR,KOR,YEARS18-PLUS,MLE,124.1 [119.1-129.0],124.1,119.1,129.0,
7871,BP_06,PUBLISHED,2009,WPR,KOR,YEARS18-PLUS,MLE,120.7 [119.0-122.4],120.7,119.0,122.4,
7872,BP_06,PUBLISHED,2007,SEAR,LKA,YEARS18-PLUS,MLE,126.8 [122.3-131.4],126.8,122.3,131.4,
7873,BP_06,PUBLISHED,2010,EMR,SDF,YEARS18-PLUS,MLE,129.8 [124.3-135.5],129.8,124.3,135.5,
7874,BP_06,PUBLISHED,1984,AMR,SUR,YEARS18-PLUS,MLE,128.2 [120.7-135.3],128.2,120.7,135.3,
7875,BP_06,PUBLISHED,1996,AFR,SWZ,YEARS18-PLUS,MLE,129.9 [123.4-136.6],129.9,123.4,136.6,
7876,BP_06,PUBLISHED,2002,EUR,SWE,YEARS18-PLUS,MLE,132.1 [130.3-133.9],132.1,130.3,133.9,
7877,BP_06,PUBLISHED,1989,EUR,CHE,YEARS18-PLUS,MLE,131.2 [128.3-133.9],131.2,128.3,133.9,
7878,BP_06,PUBLISHED,1997,EUR,CHE,YEARS18-PLUS,MLE,129.8 [127.3-132.3],129.8,127.3,132.3,
7879,BP_06,PUBLISHED,2013,EMR,SYR,YEARS18-PLUS,MLE,129.0 [122.6-135.6],129.0,122.6,135.6,
7880,BP_06,PUBLISHED,1982,EUR,TJK,YEARS18-PLUS,MLE,127.6 [119.0-135.6],127.6,119.0,135.6,
7881,BP_06,PUBLISHED,1981,AFR,TZA,YEARS18-PLUS,MLE,125.5 [120.2-130.3],125.5,120.2,130.3,
7882,BP_06,PUBLISHED,2006,SEAR,THA,YEARS18-PLUS,MLE,123.7 [120.9-126.5],123.7,120.9,126.5,
7883,BP_06,PUBLISHED,2011,AFR,TGO,YEARS18-PLUS,MLE,129.4 [124.6-134.3],129.4,124.6,134.3,
7884,BP_06,PUBLISHED,1984,AMR,TTO,YEARS18-PLUS,MLE,124.3 [118.8-129.9],124.3,118.8,129.9,
7885,BP_06,PUBLISHED,1979,EUR,TKM,YEARS18-PLUS,MLE,128.2 [120.1-136.0],128.2,120.1,136.0,
7886,BP_06,PUBLISHED,1987,EUR,TKM,YEARS18-PLUS,MLE,128.0 [121.1-134.8],128.0,121.1,134.8,
7887,BP_06,PUBLISHED,1979,WPR,TUV,YEARS18-PLUS,MLE,129.5 [123.8-135.3],129.5,123.8,135.3,
7888,BP_06,PUBLISHED,1987,WPR,TUV,YEARS18-PLUS,MLE,129.3 [123.4-135.0],129.3,123.4,135.0,
7889,BP_06,PUBLISHED,1996,WPR,NZL,YEARS18-PLUS,MLE,129.1 [124.9-133.2],129.1,124.9,133.2,
7890,BP_06,PUBLISHED,2003,AMR,NIC,YEARS18-PLUS,MLE,126.5 [121.3-132.0],126.5,121.3,132.0,
7891,BP_06,PUBLISHED,2005,AFR,NER,YEARS18-PLUS,MLE,136.3 [132.0-140.6],136.3,132.0,140.6,
7892,BP_06,PUBLISHED,1979,AFR,NGA,YEARS18-PLUS,MLE,126.9 [120.7-133.5],126.9,120.7,133.5,
7893,BP_06,PUBLISHED,2006,WPR,NIU,YEARS18-PLUS,MLE,130.4 [125.5-135.1],130.4,125.5,135.1,
7894,BP_06,PUBLISHED,2013,WPR,NIU,YEARS18-PLUS,MLE,131.8 [126.5-137.2],131.8,126.5,137.2,
7895,BP_06,PUBLISHED,2008,SEAR,PRK,YEARS18-PLUS,MLE,125.3 [120.9-129.7],125.3,120.9,129.7,
7896,BP_06,PUBLISHED,1992,EUR,NOR,YEARS18-PLUS,MLE,135.2 [132.2-138.2],135.2,132.2,138.2,
7897,BP_06,PUBLISHED,2000,EUR,NOR,YEARS18-PLUS,MLE,133.9 [131.1-136.7],133.9,131.1,136.7,
7898,BP_06,PUBLISHED,1984,EMR,OMN,YEARS18-PLUS,MLE,129.8 [123.9-135.5],129.8,123.9,135.5,
7899,BP_06,PUBLISHED,1985,EMR,PAK,YEARS18-PLUS,MLE,123.1 [118.2-127.7],123.1,118.2,127.7,
7900,BP_06,PUBLISHED,1985,WPR,PLW,YEARS18-PLUS,MLE,133.1 [126.5-139.4],133.1,126.5,139.4,
7901,BP_06,PUBLISHED,1994,WPR,PLW,YEARS18-PLUS,MLE,132.5 [126.1-139.0],132.5,126.1,139.0,
7902,BP_06,PUBLISHED,1996,AMR,PRY,YEARS18-PLUS,MLE,128.5 [121.0-135.7],128.5,121.0,135.7,
7903,BP_06,PUBLISHED,1998,AMR,PRY,YEARS18-PLUS,MLE,128.7 [121.3-135.8],128.7,121.3,135.8,
7904,BP_06,PUBLISHED,1990,AMR,PER,YEARS18-PLUS,MLE,123.1 [117.7-128.7],123.1,117.7,128.7,
7905,BP_06,PUBLISHED,1997,AMR,PER,YEARS18-PLUS,MLE,121.9 [117.2-126.6],121.9,117.2,126.6,
7906,BP_06,PUBLISHED,1998,EUR,POL,YEARS18-PLUS,MLE,133.4 [130.9-135.9],133.4,130.9,135.9,
7907,BP_06,PUBLISHED,2008,EMR,QAT,YEARS18-PLUS,MLE,127.9 [124.2-131.6],127.9,124.2,131.6,
7908,BP_06,PUBLISHED,1975,EUR,ROU,YEARS18-PLUS,MLE,132.0 [123.9-140.4],132.0,123.9,140.4,
7909,BP_06,PUBLISHED,1984,EUR,RUS,YEARS18-PLUS,MLE,133.1 [130.8-135.6],133.1,130.8,135.6,
7910,BP_06,PUBLISHED,1995,AFR,RWA,YEARS18-PLUS,MLE,126.0 [119.2-133.1],126.0,119.2,133.1,
7911,BP_06,PUBLISHED,1978,AMR,KNA,YEARS18-PLUS,MLE,128.3 [120.4-136.1],128.3,120.4,136.1,
7912,BP_06,PUBLISHED,2003,AMR,KNA,YEARS18-PLUS,MLE,129.6 [124.5-134.9],129.6,124.5,134.9,
7913,BP_06,PUBLISHED,2013,AMR,LCA,YEARS18-PLUS,MLE,131.1 [126.0-136.2],131.1,126.0,136.2,
7914,BP_06,PUBLISHED,2012,AMR,VCT,YEARS18-PLUS,MLE,128.5 [120.9-135.9],128.5,120.9,135.9,
7915,BP_06,PUBLISHED,1982,WPR,WSM,YEARS18-PLUS,MLE,125.8 [121.5-130.0],125.8,121.5,130.0,
7916,BP_06,PUBLISHED,1975,AFR,STP,YEARS18-PLUS,MLE,133.0 [123.4-142.4],133.0,123.4,142.4,
7917,BP_06,PUBLISHED,1983,EMR,SAU,YEARS18-PLUS,MLE,126.8 [121.2-132.1],126.8,121.2,132.1,
7918,BP_06,PUBLISHED,2015,AFR,SEN,YEARS18-PLUS,MLE,130.4 [121.7-139.0],130.4,121.7,139.0,
7919,BP_06,PUBLISHED,1984,EUR,SRB,YEARS18-PLUS,MLE,134.2 [130.4-138.0],134.2,130.4,138.0,
7920,BP_06,PUBLISHED,2007,EUR,SRB,YEARS18-PLUS,MLE,134.7 [131.8-137.6],134.7,131.8,137.6,
7921,BP_06,PUBLISHED,2015,EUR,SRB,YEARS18-PLUS,MLE,136.1 [131.8-140.5],136.1,131.8,140.5,
7922,BP_06,PUBLISHED,1978,WPR,SGP,YEARS18-PLUS,MLE,129.7 [123.6-135.5],129.7,123.6,135.5,
7923,BP_06,PUBLISHED,1987,WPR,SGP,YEARS18-PLUS,MLE,127.8 [124.5-131.1],127.8,124.5,131.1,
7924,BP_06,PUBLISHED,1986,EUR,SVK,YEARS18-PLUS,MLE,133.0 [128.9-137.2],133.0,128.9,137.2,
7925,BP_06,PUBLISHED,2004,EUR,SVK,YEARS18-PLUS,MLE,132.3 [129.3-135.2],132.3,129.3,135.2,
7926,BP_06,PUBLISHED,2004,EUR,SVN,YEARS18-PLUS,MLE,135.7 [130.3-141.3],135.7,130.3,141.3,
7927,BP_06,PUBLISHED,2013,EUR,SVN,YEARS18-PLUS,MLE,137.2 [131.5-142.9],137.2,131.5,142.9,
7928,BP_06,PUBLISHED,2012,WPR,SLB,YEARS18-PLUS,MLE,123.4 [118.4-128.3],123.4,118.4,128.3,
7929,BP_06,PUBLISHED,1997,EMR,SOM,YEARS18-PLUS,MLE,130.2 [123.3-137.2],130.2,123.3,137.2,
7930,BP_06,PUBLISHED,1989,AFR,ZAF,YEARS18-PLUS,MLE,131.3 [128.4-134.4],131.3,128.4,134.4,
7931,BP_06,PUBLISHED,1975,EUR,ESP,YEARS18-PLUS,MLE,131.5 [124.7-138.4],131.5,124.7,138.4,
7932,BP_06,PUBLISHED,1984,EUR,ESP,YEARS18-PLUS,MLE,130.4 [127.3-133.2],130.4,127.3,133.2,
7933,BP_06,PUBLISHED,1976,SEAR,LKA,YEARS18-PLUS,MLE,123.7 [114.5-132.4],123.7,114.5,132.4,
7934,BP_06,PUBLISHED,1983,EMR,SDF,YEARS18-PLUS,MLE,127.0 [120.5-133.5],127.0,120.5,133.5,
7935,BP_06,PUBLISHED,1977,AFR,SWZ,YEARS18-PLUS,MLE,128.2 [119.9-136.8],128.2,119.9,136.8,
7936,BP_06,PUBLISHED,1993,AFR,SWZ,YEARS18-PLUS,MLE,130.0 [123.4-136.8],130.0,123.4,136.8,
7937,BP_06,PUBLISHED,2005,EUR,SWE,YEARS18-PLUS,MLE,131.3 [129.2-133.3],131.3,129.2,133.3,
7938,BP_06,PUBLISHED,2011,EUR,SWE,YEARS18-PLUS,MLE,128.9 [125.8-132.1],128.9,125.8,132.1,
7939,BP_06,PUBLISHED,2014,EUR,CHE,YEARS18-PLUS,MLE,125.9 [120.6-131.1],125.9,120.6,131.1,
7940,BP_06,PUBLISHED,1999,EMR,SYR,YEARS18-PLUS,MLE,128.7 [124.1-133.4],128.7,124.1,133.4,
7941,BP_06,PUBLISHED,2015,EMR,SYR,YEARS18-PLUS,MLE,129.0 [121.5-136.5],129.0,121.5,136.5,
7942,BP_06,PUBLISHED,1991,EUR,TJK,YEARS18-PLUS,MLE,127.5 [119.7-135.1],127.5,119.7,135.1,
7943,BP_06,PUBLISHED,2008,EUR,TJK,YEARS18-PLUS,MLE,129.2 [121.9-136.1],129.2,121.9,136.1,
7944,BP_06,PUBLISHED,2000,AFR,TZA,YEARS18-PLUS,MLE,127.1 [124.1-130.0],127.1,124.1,130.0,
7945,BP_06,PUBLISHED,2007,SEAR,THA,YEARS18-PLUS,MLE,123.8 [120.9-126.9],123.8,120.9,126.9,
7946,BP_06,PUBLISHED,2009,SEAR,THA,YEARS18-PLUS,MLE,124.1 [120.7-127.7],124.1,120.7,127.7,
7947,BP_06,PUBLISHED,1998,SEAR,TLS,YEARS18-PLUS,MLE,125.6 [119.4-131.7],125.6,119.4,131.7,
7948,BP_06,PUBLISHED,2010,AFR,TGO,YEARS18-PLUS,MLE,129.5 [124.8-134.2],129.5,124.8,134.2,
7949,BP_06,PUBLISHED,2009,WPR,TON,YEARS18-PLUS,MLE,130.8 [126.9-134.8],130.8,126.9,134.8,
7950,BP_06,PUBLISHED,1976,AMR,TTO,YEARS18-PLUS,MLE,123.3 [115.0-131.5],123.3,115.0,131.5,
7951,BP_06,PUBLISHED,2011,AMR,TTO,YEARS18-PLUS,MLE,128.5 [122.2-134.6],128.5,122.2,134.6,
7952,BP_06,PUBLISHED,1988,EUR,TUR,YEARS18-PLUS,MLE,123.6 [120.1-127.1],123.6,120.1,127.1,
7953,BP_06,PUBLISHED,2015,EUR,TKM,YEARS18-PLUS,MLE,129.6 [124.1-135.2],129.6,124.1,135.2,
7954,BP_06,PUBLISHED,1980,AFR,UGA,YEARS18-PLUS,MLE,125.9 [118.6-133.5],125.9,118.6,133.5,
7955,BP_06,PUBLISHED,1983,AFR,UGA,YEARS18-PLUS,MLE,126.1 [119.4-133.2],126.1,119.4,133.2,
7956,BP_06,PUBLISHED,2003,AFR,NAM,YEARS18-PLUS,MLE,130.7 [126.6-134.9],130.7,126.6,134.9,
7957,BP_06,PUBLISHED,2014,WPR,NRU,YEARS18-PLUS,MLE,131.4 [124.7-138.0],131.4,124.7,138.0,
7958,BP_06,PUBLISHED,1997,SEAR,NPL,YEARS18-PLUS,MLE,122.8 [117.2-128.2],122.8,117.2,128.2,
7959,BP_06,PUBLISHED,2005,SEAR,NPL,YEARS18-PLUS,MLE,124.6 [120.4-128.7],124.6,120.4,128.7,
7960,BP_06,PUBLISHED,1989,EUR,NLD,YEARS18-PLUS,MLE,132.6 [129.8-135.4],132.6,129.8,135.4,
7961,BP_06,PUBLISHED,2014,EUR,NLD,YEARS18-PLUS,MLE,128.9 [124.8-133.1],128.9,124.8,133.1,
7962,BP_06,PUBLISHED,1983,WPR,NZL,YEARS18-PLUS,MLE,131.5 [127.8-135.2],131.5,127.8,135.2,
7963,BP_06,PUBLISHED,2009,WPR,NZL,YEARS18-PLUS,MLE,126.8 [123.4-130.1],126.8,123.4,130.1,
7964,BP_06,PUBLISHED,2015,AMR,NIC,YEARS18-PLUS,MLE,126.8 [118.8-134.7],126.8,118.8,134.7,
7965,BP_06,PUBLISHED,1987,AFR,NGA,YEARS18-PLUS,MLE,128.4 [124.1-132.9],128.4,124.1,132.9,
7966,BP_06,PUBLISHED,2003,WPR,NIU,YEARS18-PLUS,MLE,129.8 [124.6-134.9],129.8,124.6,134.9,
7967,BP_06,PUBLISHED,1986,EUR,NOR,YEARS18-PLUS,MLE,136.2 [133.2-139.2],136.2,133.2,139.2,
7968,BP_06,PUBLISHED,1989,EMR,OMN,YEARS18-PLUS,MLE,130.0 [124.9-135.1],130.0,124.9,135.1,
7969,BP_06,PUBLISHED,2015,EMR,OMN,YEARS18-PLUS,MLE,131.8 [125.1-138.5],131.8,125.1,138.5,
7970,BP_06,PUBLISHED,1982,EMR,PAK,YEARS18-PLUS,MLE,123.1 [117.3-128.6],123.1,117.3,128.6,
7971,BP_06,PUBLISHED,1990,WPR,PLW,YEARS18-PLUS,MLE,132.6 [126.1-139.1],132.6,126.1,139.1,
7972,BP_06,PUBLISHED,2014,AMR,PAN,YEARS18-PLUS,MLE,127.8 [121.7-133.7],127.8,121.7,133.7,
7973,BP_06,PUBLISHED,1982,AMR,PRY,YEARS18-PLUS,MLE,127.5 [119.6-135.4],127.5,119.6,135.4,
7974,BP_06,PUBLISHED,2000,AMR,PRY,YEARS18-PLUS,MLE,128.9 [121.6-136.0],128.9,121.6,136.0,
7975,BP_06,PUBLISHED,2012,WPR,PHL,YEARS18-PLUS,MLE,125.3 [121.6-128.8],125.3,121.6,128.8,
7976,BP_06,PUBLISHED,1986,EUR,POL,YEARS18-PLUS,MLE,134.3 [131.7-137.0],134.3,131.7,137.0,
7977,BP_06,PUBLISHED,1986,EUR,PRT,YEARS18-PLUS,MLE,131.4 [127.3-135.7],131.4,127.3,135.7,
7978,BP_06,PUBLISHED,1998,AFR,RWA,YEARS18-PLUS,MLE,126.5 [120.1-133.2],126.5,120.1,133.2,
7979,BP_06,PUBLISHED,1998,EUR,RUS,YEARS18-PLUS,MLE,131.2 [128.7-133.8],131.2,128.7,133.8,
7980,BP_06,PUBLISHED,2004,EUR,PRT,YEARS18-PLUS,MLE,131.6 [128.1-135.1],131.6,128.1,135.1,
7981,BP_06,PUBLISHED,1975,AMR,LCA,YEARS18-PLUS,MLE,126.9 [119.3-134.4],126.9,119.3,134.4,
7982,BP_06,PUBLISHED,1993,AMR,VCT,YEARS18-PLUS,MLE,127.0 [119.8-133.9],127.0,119.8,133.9,
7983,BP_06,PUBLISHED,2011,EMR,SAU,YEARS18-PLUS,MLE,126.3 [122.9-129.7],126.3,122.9,129.7,
7984,BP_06,PUBLISHED,1995,AFR,SEN,YEARS18-PLUS,MLE,131.3 [124.1-138.0],131.3,124.1,138.0,
7985,BP_06,PUBLISHED,2012,EUR,SRB,YEARS18-PLUS,MLE,135.6 [132.3-138.9],135.6,132.3,138.9,
7986,BP_06,PUBLISHED,2015,AFR,SYC,YEARS18-PLUS,MLE,133.8 [128.5-139.0],133.8,128.5,139.0,
7987,BP_06,PUBLISHED,2008,AFR,SLE,YEARS18-PLUS,MLE,131.7 [127.7-135.9],131.7,127.7,135.9,
7988,BP_06,PUBLISHED,1982,EUR,SVK,YEARS18-PLUS,MLE,133.1 [128.2-138.1],133.1,128.2,138.1,
7989,BP_06,PUBLISHED,1989,EUR,SVK,YEARS18-PLUS,MLE,132.9 [129.1-136.7],132.9,129.1,136.7,
7990,BP_06,PUBLISHED,2002,EUR,SVN,YEARS18-PLUS,MLE,135.4 [129.8-141.2],135.4,129.8,141.2,
7991,BP_06,PUBLISHED,1988,EMR,SAU,YEARS18-PLUS,MLE,126.9 [122.6-131.0],126.9,122.6,131.0,
7992,BP_06,PUBLISHED,1999,WPR,SLB,YEARS18-PLUS,MLE,122.7 [117.3-128.0],122.7,117.3,128.0,
7993,BP_06,PUBLISHED,2001,EMR,SOM,YEARS18-PLUS,MLE,130.9 [124.0-137.6],130.9,124.0,137.6,
7994,BP_06,PUBLISHED,2005,WPR,KOR,YEARS18-PLUS,MLE,122.5 [120.7-124.3],122.5,120.7,124.3,
7995,BP_06,PUBLISHED,1989,EUR,ESP,YEARS18-PLUS,MLE,129.6 [127.3-131.8],129.6,127.3,131.8,
7996,BP_06,PUBLISHED,1985,WPR,SLB,YEARS18-PLUS,MLE,121.5 [115.3-127.7],121.5,115.3,127.7,
7997,BP_06,PUBLISHED,1995,EMR,SOM,YEARS18-PLUS,MLE,130.0 [123.0-137.0],130.0,123.0,137.0,
7998,BP_06,PUBLISHED,2006,EMR,SDF,YEARS18-PLUS,MLE,129.3 [124.3-134.2],129.3,124.3,134.2,
7999,BP_06,PUBLISHED,1992,EUR,SWE,YEARS18-PLUS,MLE,133.7 [132.0-135.5],133.7,132.0,135.5,
8000,BP_06,PUBLISHED,1992,EUR,CHE,YEARS18-PLUS,MLE,130.9 [128.2-133.4],130.9,128.2,133.4,
8001,BP_06,PUBLISHED,2003,SEAR,THA,YEARS18-PLUS,MLE,123.2 [120.6-125.7],123.2,120.6,125.7,
8002,BP_06,PUBLISHED,2012,SEAR,THA,YEARS18-PLUS,MLE,124.6 [120.0-129.2],124.6,120.0,129.2,
8003,BP_06,PUBLISHED,1989,AFR,TGO,YEARS18-PLUS,MLE,130.2 [124.0-136.4],130.2,124.0,136.4,
8004,BP_06,PUBLISHED,1992,EUR,TJK,YEARS18-PLUS,MLE,127.6 [119.7-135.2],127.6,119.7,135.2,
8005,BP_06,PUBLISHED,1999,WPR,TON,YEARS18-PLUS,MLE,128.6 [123.8-133.4],128.6,123.8,133.4,
8006,BP_06,PUBLISHED,2007,WPR,TON,YEARS18-PLUS,MLE,130.3 [126.5-134.1],130.3,126.5,134.1,
8007,BP_06,PUBLISHED,1976,EMR,TUN,YEARS18-PLUS,MLE,126.9 [118.6-134.9],126.9,118.6,134.9,
8008,BP_06,PUBLISHED,2001,EMR,TUN,YEARS18-PLUS,MLE,126.1 [123.4-128.8],126.1,123.4,128.8,
8009,BP_06,PUBLISHED,1982,EUR,TUR,YEARS18-PLUS,MLE,122.6 [117.5-128.0],122.6,117.5,128.0,
8010,BP_06,PUBLISHED,2000,EUR,TUR,YEARS18-PLUS,MLE,123.4 [121.5-125.4],123.4,121.5,125.4,
8011,BP_06,PUBLISHED,2003,AFR,TZA,YEARS18-PLUS,MLE,127.9 [124.9-130.9],127.9,124.9,130.9,
8012,BP_06,PUBLISHED,1993,EMR,SYR,YEARS18-PLUS,MLE,128.3 [123.1-133.6],128.3,123.1,133.6,
8013,BP_06,PUBLISHED,2003,AFR,TGO,YEARS18-PLUS,MLE,130.1 [125.0-135.3],130.1,125.0,135.3,
8014,BP_06,PUBLISHED,2006,AFR,TGO,YEARS18-PLUS,MLE,130.0 [125.3-134.6],130.0,125.3,134.6,
8015,BP_06,PUBLISHED,2008,WPR,TUV,YEARS18-PLUS,MLE,131.2 [125.4-137.2],131.2,125.4,137.2,
8016,BP_06,PUBLISHED,1986,AFR,UGA,YEARS18-PLUS,MLE,126.4 [119.8-133.4],126.4,119.8,133.4,
8017,BP_06,PUBLISHED,2004,AFR,UGA,YEARS18-PLUS,MLE,128.2 [122.8-133.7],128.2,122.8,133.7,
8018,BP_06,PUBLISHED,2012,AFR,UGA,YEARS18-PLUS,MLE,128.6 [124.4-132.9],128.6,124.4,132.9,
8019,BP_06,PUBLISHED,2012,EUR,UKR,YEARS18-PLUS,MLE,134.4 [128.7-140.1],134.4,128.7,140.1,
8020,BP_06,PUBLISHED,2001,AFR,NAM,YEARS18-PLUS,MLE,130.7 [126.2-135.3],130.7,126.2,135.3,
8021,BP_06,PUBLISHED,1977,WPR,NZL,YEARS18-PLUS,MLE,132.5 [127.4-137.5],132.5,127.4,137.5,
8022,BP_06,PUBLISHED,1986,SEAR,NPL,YEARS18-PLUS,MLE,121.7 [115.1-128.0],121.7,115.1,128.0,
8023,BP_06,PUBLISHED,1993,SEAR,NPL,YEARS18-PLUS,MLE,122.3 [116.2-128.1],122.3,116.2,128.1,
8024,BP_06,PUBLISHED,1998,AFR,NER,YEARS18-PLUS,MLE,135.9 [130.9-140.9],135.9,130.9,140.9,
8025,BP_06,PUBLISHED,1981,AMR,NIC,YEARS18-PLUS,MLE,127.5 [120.3-134.7],127.5,120.3,134.7,
8026,BP_06,PUBLISHED,2012,AFR,NER,YEARS18-PLUS,MLE,136.2 [130.6-141.7],136.2,130.6,141.7,
8027,BP_06,PUBLISHED,1981,WPR,NIU,YEARS18-PLUS,MLE,127.9 [121.5-134.3],127.9,121.5,134.3,
8028,BP_06,PUBLISHED,1999,WPR,NIU,YEARS18-PLUS,MLE,129.2 [123.3-134.8],129.2,123.3,134.8,
8029,BP_06,PUBLISHED,2008,WPR,NIU,YEARS18-PLUS,MLE,130.8 [126.0-135.3],130.8,126.0,135.3,
8030,BP_06,PUBLISHED,1976,WPR,PLW,YEARS18-PLUS,MLE,134.4 [125.7-142.4],134.4,125.7,142.4,
8031,BP_06,PUBLISHED,1985,AMR,PAN,YEARS18-PLUS,MLE,127.5 [120.8-133.8],127.5,120.8,133.8,
8032,BP_06,PUBLISHED,1984,EMR,PAK,YEARS18-PLUS,MLE,123.1 [117.9-127.9],123.1,117.9,127.9,
8033,BP_06,PUBLISHED,1997,WPR,PNG,YEARS18-PLUS,MLE,123.9 [119.6-128.4],123.9,119.6,128.4,
8034,BP_06,PUBLISHED,1997,EUR,POL,YEARS18-PLUS,MLE,133.4 [130.8-136.0],133.4,130.8,136.0,
8035,BP_06,PUBLISHED,2000,EUR,POL,YEARS18-PLUS,MLE,133.4 [131.0-135.9],133.4,131.0,135.9,
8036,BP_06,PUBLISHED,1983,EMR,QAT,YEARS18-PLUS,MLE,130.7 [124.2-137.0],130.7,124.2,137.0,
8037,BP_06,PUBLISHED,2008,EUR,POL,YEARS18-PLUS,MLE,134.0 [131.6-136.4],134.0,131.6,136.4,
8038,BP_06,PUBLISHED,1987,AFR,RWA,YEARS18-PLUS,MLE,124.8 [117.4-132.0],124.8,117.4,132.0,
8039,BP_06,PUBLISHED,2001,AFR,RWA,YEARS18-PLUS,MLE,127.0 [120.9-133.1],127.0,120.9,133.1,
8040,BP_06,PUBLISHED,1988,AMR,LCA,YEARS18-PLUS,MLE,127.4 [122.1-132.9],127.4,122.1,132.9,
8041,BP_06,PUBLISHED,2002,AMR,LCA,YEARS18-PLUS,MLE,129.2 [124.1-134.4],129.2,124.1,134.4,
8042,BP_06,PUBLISHED,1981,WPR,PHL,YEARS18-PLUS,MLE,123.1 [116.7-129.1],123.1,116.7,129.1,
8043,BP_06,PUBLISHED,2000,EUR,PRT,YEARS18-PLUS,MLE,132.1 [128.2-135.9],132.1,128.2,135.9,
8044,BP_06,PUBLISHED,2002,EUR,ROU,YEARS18-PLUS,MLE,132.2 [128.7-135.9],132.2,128.7,135.9,
8045,BP_06,PUBLISHED,1997,AFR,STP,YEARS18-PLUS,MLE,134.1 [128.2-140.3],134.1,128.2,140.3,
8046,BP_06,PUBLISHED,1975,AFR,SEN,YEARS18-PLUS,MLE,130.1 [120.3-140.0],130.1,120.3,140.0,
8047,BP_06,PUBLISHED,1985,WPR,SGP,YEARS18-PLUS,MLE,128.1 [124.4-131.6],128.1,124.4,131.6,
8048,BP_06,PUBLISHED,1988,WPR,SGP,YEARS18-PLUS,MLE,127.7 [124.4-130.9],127.7,124.4,130.9,
8049,BP_06,PUBLISHED,1992,EUR,SRB,YEARS18-PLUS,MLE,133.5 [130.0-136.8],133.5,130.0,136.8,
8050,BP_06,PUBLISHED,2014,AFR,STP,YEARS18-PLUS,MLE,134.1 [128.0-140.4],134.1,128.0,140.4,
8051,BP_06,PUBLISHED,1995,AFR,SLE,YEARS18-PLUS,MLE,131.6 [127.2-136.1],131.6,127.2,136.1,
8052,BP_06,PUBLISHED,1985,AFR,SYC,YEARS18-PLUS,MLE,132.7 [128.5-137.0],132.7,128.5,137.0,
8053,BP_06,PUBLISHED,2014,WPR,SLB,YEARS18-PLUS,MLE,123.6 [117.7-129.3],123.6,117.7,129.3,
8054,BP_06,PUBLISHED,2012,WPR,SGP,YEARS18-PLUS,MLE,123.2 [120.0-126.4],123.2,120.0,126.4,
8055,BP_06,PUBLISHED,1988,EUR,SVK,YEARS18-PLUS,MLE,132.9 [129.1-136.9],132.9,129.1,136.9,
8056,BP_06,PUBLISHED,2005,EUR,SVN,YEARS18-PLUS,MLE,135.9 [130.5-141.4],135.9,130.5,141.4,
8057,BP_06,PUBLISHED,1985,EUR,ESP,YEARS18-PLUS,MLE,130.2 [127.4-132.8],130.2,127.4,132.8,
8058,BP_06,PUBLISHED,1992,EUR,ESP,YEARS18-PLUS,MLE,129.2 [127.0-131.4],129.2,127.0,131.4,
8059,BP_06,PUBLISHED,2011,EMR,SDF,YEARS18-PLUS,MLE,129.9 [124.1-135.9],129.9,124.1,135.9,
8060,BP_06,PUBLISHED,2012,AMR,SUR,YEARS18-PLUS,MLE,127.6 [120.0-135.2],127.6,120.0,135.2,
8061,BP_06,PUBLISHED,1986,AFR,SWZ,YEARS18-PLUS,MLE,129.8 [123.2-136.7],129.8,123.2,136.7,
